################   Neural Network Training   ################
Era #96       Weight Coefficients: (0.0, 0.10288689, 0.06665436, 0.048150957, 0.04231351, 0.045750856, 0.05613713, 0.071851276, 0.09174712)
Era #97       Weight Coefficients: (0.0, 0.10303865, 0.06653637, 0.047927476, 0.042101145, 0.045634467, 0.05617988, 0.07210131, 0.0922421)
Era #98       Weight Coefficients: (0.0, 0.103190295, 0.06641844, 0.047704116, 0.0418889, 0.04551814, 0.05622261, 0.07235121, 0.09273679)
Era #99       Weight Coefficients: (0.0, 0.10334186, 0.066300586, 0.0474809, 0.04167678, 0.04540189, 0.056265313, 0.07260099, 0.09323121)
Era #100       Weight Coefficients: (0.0, 0.103493325, 0.066182785, 0.047257796, 0.041464787, 0.045285694, 0.05630799, 0.072850615, 0.09372534)
Era #101       Weight Coefficients: (0.0, 0.10364471, 0.06606506, 0.047034826, 0.04125291, 0.04516958, 0.05635065, 0.073100105, 0.09421919)
Era #102       Weight Coefficients: (0.0, 0.10379597, 0.0659474, 0.04681198, 0.041041166, 0.045053538, 0.056393296, 0.07334945, 0.094712764)
Era #103       Weight Coefficients: (0.0, 0.10394716, 0.06582979, 0.046589267, 0.04082955, 0.044937566, 0.056435913, 0.07359866, 0.09520606)
Era #104       Weight Coefficients: (0.0, 0.10409826, 0.06571225, 0.046366677, 0.04061805, 0.04482166, 0.05647852, 0.07384773, 0.09569909)
Era #105       Weight Coefficients: (0.0, 0.104249254, 0.06559476, 0.046144202, 0.04040668, 0.044705823, 0.056521095, 0.07409667, 0.096191816)
Era #106       Weight Coefficients: (0.0, 0.10440017, 0.06547736, 0.04592187, 0.04019543, 0.044590056, 0.056563653, 0.07434547, 0.09668427)
Era #107       Weight Coefficients: (0.0, 0.10455099, 0.06536001, 0.045699667, 0.039984304, 0.04447435, 0.05660619, 0.07459412, 0.09717645)
Era #108       Weight Coefficients: (0.0, 0.1047017, 0.06524273, 0.045477606, 0.039773304, 0.044358734, 0.056648713, 0.074842624, 0.09766835)
Era #109       Weight Coefficients: (0.0, 0.104852326, 0.06512552, 0.045255654, 0.039562423, 0.044243168, 0.056691214, 0.075091, 0.09815997)
Era #110       Weight Coefficients: (0.0, 0.105002865, 0.06500835, 0.04503384, 0.039351664, 0.04412768, 0.056733683, 0.07533923, 0.09865131)
Era #111       Weight Coefficients: (0.0, 0.1051533, 0.06489126, 0.044812154, 0.039141033, 0.044012267, 0.056776144, 0.07558733, 0.09914237)
Era #112       Weight Coefficients: (0.0, 0.105303645, 0.064774245, 0.04459059, 0.03893052, 0.04389692, 0.056818575, 0.075835295, 0.09963316)
Era #113       Weight Coefficients: (0.0, 0.10545389, 0.064657286, 0.04436915, 0.03872013, 0.043781642, 0.05686099, 0.07608312, 0.10012368)
Era #114       Weight Coefficients: (0.0, 0.10560405, 0.06454039, 0.044147838, 0.038509857, 0.043666422, 0.056903385, 0.0763308, 0.1006139)
Era #115       Weight Coefficients: (0.0, 0.10575413, 0.06442357, 0.04392666, 0.038299713, 0.04355128, 0.056945752, 0.07657835, 0.10110385)
Era #116       Weight Coefficients: (0.0, 0.10590408, 0.06430681, 0.0437056, 0.03808969, 0.043436203, 0.0569881, 0.07682575, 0.10159353)
Era #117       Weight Coefficients: (0.0, 0.10605396, 0.064190105, 0.04348467, 0.037879795, 0.0433212, 0.057030432, 0.077073015, 0.10208292)
Era #118       Weight Coefficients: (0.0, 0.10620376, 0.06407347, 0.043263875, 0.03767002, 0.043206267, 0.05707274, 0.07732014, 0.102572046)
Era #119       Weight Coefficients: (0.0, 0.10635345, 0.063956894, 0.0430432, 0.037460364, 0.043091398, 0.057115026, 0.077567145, 0.103060886)
Era #120       Weight Coefficients: (0.0, 0.10650306, 0.06384039, 0.04282265, 0.037250828, 0.042976595, 0.05715729, 0.07781399, 0.10354946)
Era #121       Weight Coefficients: (0.0, 0.10665257, 0.06372395, 0.04260223, 0.037041415, 0.04286186, 0.057199534, 0.07806071, 0.10403775)
Era #122       Weight Coefficients: (0.0, 0.10680199, 0.06360757, 0.042381942, 0.036832124, 0.042747196, 0.05724176, 0.07830728, 0.10452576)
Era #123       Weight Coefficients: (0.0, 0.10695131, 0.06349127, 0.042161774, 0.036622956, 0.042632606, 0.057283964, 0.07855371, 0.1050135)
Era #124       Weight Coefficients: (0.0, 0.10710055, 0.06337502, 0.04194174, 0.036413923, 0.042518083, 0.057326145, 0.07880002, 0.10550095)
Era #125       Weight Coefficients: (0.0, 0.107249685, 0.063258834, 0.04172182, 0.036205, 0.04240363, 0.0573683, 0.07904619, 0.10598814)
Era #126       Weight Coefficients: (0.0, 0.10739873, 0.06314271, 0.041502036, 0.0359962, 0.042289246, 0.057410438, 0.079292215, 0.10647506)
Era #127       Weight Coefficients: (0.0, 0.10754768, 0.06302665, 0.04128238, 0.035787527, 0.04217493, 0.05745256, 0.0795381, 0.1069617)
Era #128       Weight Coefficients: (0.0, 0.10769654, 0.06291065, 0.04106285, 0.035578974, 0.04206068, 0.057494663, 0.07978384, 0.10744805)
Era #129       Weight Coefficients: (0.0, 0.10784533, 0.06279473, 0.040843442, 0.035370544, 0.0419465, 0.057536732, 0.08002946, 0.10793412)
Era #130       Weight Coefficients: (0.0, 0.107994005, 0.062678866, 0.040624153, 0.035162225, 0.04183238, 0.057578795, 0.080274925, 0.10841992)
Era #131       Weight Coefficients: (0.0, 0.10814259, 0.06256307, 0.040405, 0.03495404, 0.041718334, 0.05762084, 0.08052026, 0.10890546)
Era #132       Weight Coefficients: (0.0, 0.1082911, 0.062447343, 0.04018597, 0.034745976, 0.041604362, 0.05766285, 0.080765456, 0.10939071)
Era #133       Weight Coefficients: (0.0, 0.108439505, 0.06233167, 0.039967053, 0.03453802, 0.041490447, 0.057704847, 0.081010535, 0.10987569)
Era #134       Weight Coefficients: (0.0, 0.1085878, 0.062216066, 0.039748285, 0.034330186, 0.04137661, 0.057746816, 0.081255466, 0.110360384)
Era #135       Weight Coefficients: (0.0, 0.108736016, 0.062100533, 0.039529633, 0.034122482, 0.04126284, 0.05778877, 0.08150026, 0.11084482)
Era #136       Weight Coefficients: (0.0, 0.10888413, 0.061985057, 0.039311104, 0.03391489, 0.04114914, 0.057830706, 0.08174491, 0.11132897)
Era #137       Weight Coefficients: (0.0, 0.10903218, 0.061869647, 0.039092712, 0.033707432, 0.04103551, 0.057872616, 0.08198943, 0.111812845)
Era #138       Weight Coefficients: (0.0, 0.10918013, 0.061754294, 0.038874436, 0.03350009, 0.04092194, 0.057914503, 0.0822338, 0.11229644)
Era #139       Weight Coefficients: (0.0, 0.10932798, 0.06163901, 0.03865629, 0.03329287, 0.040808447, 0.057956375, 0.08247804, 0.11277976)
Era #140       Weight Coefficients: (0.0, 0.10947575, 0.06152379, 0.038438264, 0.033085767, 0.04069502, 0.057998225, 0.08272214, 0.11326282)
Era #141       Weight Coefficients: (0.0, 0.109623425, 0.061408624, 0.03822036, 0.032878783, 0.040581655, 0.058040056, 0.08296611, 0.11374558)
Era #142       Weight Coefficients: (0.0, 0.109771, 0.061293535, 0.03800259, 0.032671925, 0.04046836, 0.058081858, 0.08320996, 0.1142281)
Era #143       Weight Coefficients: (0.0, 0.10991848, 0.06117851, 0.037784945, 0.03246519, 0.04035514, 0.05812365, 0.083453655, 0.11471033)
Era #144       Weight Coefficients: (0.0, 0.11006587, 0.061063547, 0.037567414, 0.03225857, 0.040241975, 0.05816542, 0.083697215, 0.1151923)
Era #145       Weight Coefficients: (0.0, 0.110213175, 0.060948644, 0.037350018, 0.032052077, 0.040128898, 0.058207158, 0.08394065, 0.11567398)
Era #146       Weight Coefficients: (0.0, 0.11036039, 0.060833793, 0.03713274, 0.0318457, 0.040015873, 0.05824888, 0.08418394, 0.116155386)
Era #147       Weight Coefficients: (0.0, 0.110507496, 0.06071902, 0.036915593, 0.031639438, 0.039902914, 0.058290597, 0.08442708, 0.11663654)
Era #148       Weight Coefficients: (0.0, 0.11065454, 0.060604308, 0.03669857, 0.031433303, 0.03979003, 0.058332283, 0.0846701, 0.117117405)
Era #149       Weight Coefficients: (0.0, 0.11080148, 0.060489662, 0.036481664, 0.031227287, 0.03967721, 0.058373958, 0.08491297, 0.117598)
Era #150       Weight Coefficients: (0.0, 0.110948324, 0.060375072, 0.036264893, 0.031021394, 0.039564468, 0.058415607, 0.08515573, 0.118078314)
Era #151       Weight Coefficients: (0.0, 0.11109507, 0.060260545, 0.03604824, 0.030815614, 0.039451785, 0.058457237, 0.08539834, 0.11855837)
Era #152       Weight Coefficients: (0.0, 0.111241736, 0.06014609, 0.035831716, 0.030609962, 0.03933917, 0.058498837, 0.0856408, 0.11903815)
Era #153       Weight Coefficients: (0.0, 0.1113883, 0.060031693, 0.03561532, 0.030404434, 0.039226636, 0.058540426, 0.08588315, 0.11951768)
Era #154       Weight Coefficients: (0.0, 0.11153479, 0.059917357, 0.03539905, 0.030199014, 0.039114155, 0.058581986, 0.08612534, 0.11999692)
Era #155       Weight Coefficients: (0.0, 0.11168117, 0.059803084, 0.0351829, 0.02999372, 0.039001737, 0.05862353, 0.086367406, 0.120475896)
Era #156       Weight Coefficients: (0.0, 0.11182748, 0.059688866, 0.034966875, 0.029788544, 0.038889397, 0.058665056, 0.08660934, 0.12095459)
Era #157       Weight Coefficients: (0.0, 0.11197369, 0.05957472, 0.03475098, 0.029583491, 0.03877712, 0.058706563, 0.08685113, 0.12143301)
Era #158       Weight Coefficients: (0.0, 0.1121198, 0.05946063, 0.034535203, 0.029378554, 0.03866491, 0.05874805, 0.087092794, 0.12191116)
Era #159       Weight Coefficients: (0.0, 0.11226582, 0.059346613, 0.03431955, 0.029173749, 0.038552765, 0.05878952, 0.08733431, 0.12238904)
Era #160       Weight Coefficients: (0.0, 0.11241176, 0.05923266, 0.034104027, 0.02896905, 0.038440693, 0.058830965, 0.0875757, 0.12286664)
Era #161       Weight Coefficients: (0.0, 0.112557605, 0.059118766, 0.033888623, 0.028764475, 0.03832869, 0.058872394, 0.08781695, 0.123343974)
Era #162       Weight Coefficients: (0.0, 0.112703376, 0.059004944, 0.033673342, 0.028560014, 0.038216747, 0.0589138, 0.08805806, 0.12382101)
Era #163       Weight Coefficients: (0.0, 0.11284906, 0.05889117, 0.03345818, 0.028355682, 0.038104877, 0.058955185, 0.08829905, 0.12429779)
Era #164       Weight Coefficients: (0.0, 0.11299464, 0.05877746, 0.033243146, 0.028151462, 0.03799308, 0.05899655, 0.0885399, 0.12477431)
Era #165       Weight Coefficients: (0.0, 0.11314013, 0.05866382, 0.03302824, 0.027947364, 0.03788134, 0.05903789, 0.08878062, 0.12525056)
Era #166       Weight Coefficients: (0.0, 0.11328552, 0.058550246, 0.032813456, 0.02774338, 0.037769668, 0.059079207, 0.08902119, 0.12572654)
Era #167       Weight Coefficients: (0.0, 0.11343082, 0.05843672, 0.032598797, 0.027539527, 0.037658073, 0.059120502, 0.08926164, 0.12620226)
Era #168       Weight Coefficients: (0.0, 0.11357603, 0.05832327, 0.032384258, 0.02733579, 0.037546538, 0.059161786, 0.089501955, 0.1266777)
Era #169       Weight Coefficients: (0.0, 0.11372116, 0.058209874, 0.03216985, 0.027132174, 0.037435077, 0.059203032, 0.089742124, 0.12715288)
Era #170       Weight Coefficients: (0.0, 0.113866195, 0.058096543, 0.031955555, 0.026928665, 0.037323676, 0.05924427, 0.08998217, 0.1276278)
Era #171       Weight Coefficients: (0.0, 0.11401113, 0.05798328, 0.03174139, 0.026725281, 0.03721234, 0.05928549, 0.09022208, 0.12810245)
Era #172       Weight Coefficients: (0.0, 0.11415598, 0.05787007, 0.031527344, 0.026522014, 0.03710107, 0.059326682, 0.090461865, 0.12857682)
Era #173       Weight Coefficients: (0.0, 0.11430074, 0.057756934, 0.031313423, 0.026318865, 0.036989864, 0.05936786, 0.090701506, 0.12905091)
Era #174       Weight Coefficients: (0.0, 0.114445426, 0.057643853, 0.031099623, 0.026115835, 0.036878735, 0.059409026, 0.09094101, 0.12952475)
Era #175       Weight Coefficients: (0.0, 0.114590004, 0.057530835, 0.03088595, 0.025912927, 0.036767665, 0.059450172, 0.091180384, 0.12999831)
Era #176       Weight Coefficients: (0.0, 0.11473451, 0.057417877, 0.030672403, 0.02571014, 0.036656674, 0.059491284, 0.09141962, 0.13047159)
Era #177       Weight Coefficients: (0.0, 0.114878915, 0.057304986, 0.030458974, 0.025507469, 0.036545742, 0.05953238, 0.091658734, 0.13094462)
Era #178       Weight Coefficients: (0.0, 0.11502321, 0.05719216, 0.030245662, 0.025304915, 0.03643487, 0.059573464, 0.091897696, 0.13141741)
Era #179       Weight Coefficients: (0.0, 0.115167454, 0.05707939, 0.030032473, 0.025102474, 0.036324058, 0.05961453, 0.09213654, 0.1318899)
Era #180       Weight Coefficients: (0.0, 0.11531159, 0.056966696, 0.029819412, 0.024900157, 0.036213323, 0.059655566, 0.092375256, 0.1323621)
Era #181       Weight Coefficients: (0.0, 0.11545565, 0.056854058, 0.029606475, 0.024697956, 0.036102656, 0.05969657, 0.09261383, 0.13283403)
